"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","21","23","1","30.302382","0","23"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","75","80","6","90.379005","5","80"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","72","78","1","151.672379","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","92","92","1","0.000000","0","92"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","40","40","1","0.000000","0","40"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","52.769356","0","45"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","993","1016","1","0.000000","0","1016"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","8","8","1","9.112597","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","14","1","27.332781","0","14"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","8","8","1","11.429025","0","8"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","8","1","10.736046","0","8"
"/Engine/VREditor/TransformGizmo/Main.Main","49","8","8","1","10.016160","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","67","67","1","0.000000","0","67"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","16","1","50.895866","0","16"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","16","1","56.632164","0","16"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","22","22","1","53.097019","0","22"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","16","1","28.946133","0","16"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","17","17","1","26.770002","0","17"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","41","46","1","38.309498","0","46"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","7","1","15.501781","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","7","1","17.245646","0","7"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","11","11","1","20.563187","0","11"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","67","67","1","76.092384","0","67"
"/Game/GameContent/Materials/MAT_FreezeOverlay.MAT_FreezeOverlay","49","11","11","1","15.494394","0","11"
"/Game/GameContent/Materials/MAT_SuperSeeThroughBase.MAT_SuperSeeThroughBase","49","11","11","1","14.313134","0","11"
"/Game/GameContent/Materials/MAT_MatteBase.MAT_MatteBase","49","13","13","1","0.000000","0","13"
"/Game/GameContent/Materials/MAT_EmissiveBase.MAT_EmissiveBase","49","8","8","1","0.000000","0","8"
"/Game/GameContent/Import/Models/SideRockWall/M_SideRockWall.M_SideRockWall","49","19","19","1","0.000000","0","19"
"/Game/GameContent/Materials/M_HealthBarMat.M_HealthBarMat","49","14","14","1","0.000000","0","14"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","18","18","1","33.217560","0","18"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","15","15","1","18.565535","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","41.150928","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","45.758427","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","15","15","1","21.728344","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","15","15","1","18.187382","0","15"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","46","1","100.581436","0","46"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","46","1","106.882561","0","46"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","202","212","6","806.862549","0","212"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","26","30","2","44.522179","0","30"
"/Game/GameContent/Materials/M_Lightning.M_Lightning","49","29","29","1","0.000000","0","29"
"/Game/GameContent/Import/Models/M_RockWallMiddle.M_RockWallMiddle","49","19","19","1","0.000000","0","19"
"/Game/GameContent/Materials/M_SnowflakeParticle.M_SnowflakeParticle","49","41","41","1","0.000000","0","41"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","156","166","6","328.250610","0","166"
"/InterchangeAssets/gltf/M_Default.M_Default","49","164","182","6","359.563080","0","182"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","164","182","6","343.261078","0","182"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","156","166","6","314.072449","0","166"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","289.005798","0","54"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","25","25","1","79.866577","125","51"
"/Game/3DAssets/WallsAndDoors_Package_01/WallAndDoor_Outdoor/standardSurface2.standardSurface2","49","13","13","1","37.744297","0","13"
"/Game/MainLevel/Materials/M_Platforms.M_Platforms","49","8","8","1","11.134212","0","8"
"/Game/3DAssets/PillarLarge/standardSurface2.standardSurface2","49","13","13","1","37.551678","0","13"
"/Game/3DAssets/CagePillar/standardSurface1.standardSurface1","49","13","13","1","36.618050","0","13"
"/Game/3DAssets/TorchAndHolder/standardSurface1.standardSurface1","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/TorchAndHolder/lambert1.lambert1","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/TorchAndHolder/lambert4.lambert4","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/Wall4x8/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/TopPassageWall/standardSurface2.standardSurface2","49","13","13","1","31.589788","0","13"
"/Game/3DAssets/TowerPackage_01/TowerRoof/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/MainLevel/Materials/M_Enemy.M_Enemy","49","8","8","1","10.755271","0","8"
"/Game/GameContent/Import/Import/blueSurfaceShader.blueSurfaceShader","49","13","13","1","0.000000","0","13"
"/Game/GameContent/Import/Import/whiteSurfaceShader.whiteSurfaceShader","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/TowerPackage_01/TowerTopFall_8x8/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/FloorDungeon/standardSurface1.standardSurface1","49","13","13","1","29.186064","0","13"
"/Game/3DAssets/OutdoorWalls_Package_01/OutdoorWallBroken_01/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/OutdoorWalls_Package_01/OutdoorWallBroken_02/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/PillarFence/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/OutdoorWalls_Package_01/BaseOutdoorWall_01/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/OutdoorWalls_Package_01/BaseOutdoorWall_02/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","32","32","2","67.927620","0","32"
"/Game/3DAssets/FloorBridge/standardSurface1.standardSurface1","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/DecorWall_4x8/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/WallsAndDoors_Package_01/WallAndDoor_Indoors/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/TowerPackage_01/TowerSquareWindow_8x8/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/MainLevel/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","49","23","23","1","35.053116","0","23"
"/Game/MainLevel/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","49","36","36","1","38.429604","0","36"
"/Game/MainLevel/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","32","32","1","48.584141","0","32"
"/Game/MainLevel/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","20","20","1","35.615501","0","20"
"/Game/3DAssets/Pot/standardSurface1.standardSurface1","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/Wall_8x8/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/Cage/standardSurface1.standardSurface1","49","13","13","1","0.000000","0","13"
"/Game/3DAssets/TowerPackage_01/TowerBaseWall_8x8/standardSurface2.standardSurface2","49","13","13","1","0.000000","0","13"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","7","1","9.835062","0","7"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","9.731061","0","7"
